,mall_id,shop_id,wifis_mean_inten
2155,m_2467,s_401991,"{'b_15046581': -63.0, 'b_31987403': -45.0, 'b_31987404': -54.0, 'b_22017350': -68.0, 'b_12751804': -61.0, 'b_16593458': -71.0, 'b_16593459': -67.0, 'b_57206735': -69.0, 'b_22021556': -68.0, 'b_33558933': -74.0, 'b_31804454': -57.0, 'b_22021048': -69.0, 'b_23452138': -61.0, 'b_22016876': -69.0, 'b_29762733': -70.0, 'b_12938520': -69.0, 'b_30223215': -81.0, 'b_29762823': -61.0, 'b_29762822': -59.0, 'b_29762734': -63.0, 'b_16593405': -73.0, 'b_12479376': -69.0, 'b_12282449': -68.0, 'b_29929731': -54.0}"
2156,m_2467,s_4045512,"{'b_5862142': -66.0, 'b_6398994': -68.0, 'b_5862141': -66.0, 'b_6398993': -65.0, 'b_27024838': -64.0, 'b_55381012': -46.0, 'b_51637774': -66.0, 'b_31918616': -66.0, 'b_39859601': -63.0}"
2157,m_2467,s_409638,"{'b_16592818': -41.0, 'b_43720776': -58.0, 'b_33559711': -70.0, 'b_30176497': -55.0, 'b_30176496': -79.0, 'b_16592817': -70.0}"
2158,m_2467,s_409937,"{'b_7730213': -53.0, 'b_54992128': -72.0, 'b_48801175': -67.0, 'b_16593021': -79.0, 'b_18376477': -76.0, 'b_16593003': -58.0, 'b_16593002': -59.0, 'b_38119418': -66.0, 'b_29763010': -68.0, 'b_50355761': -77.0, 'b_16593366': -70.0, 'b_16592992': -77.0, 'b_2402846': -81.0, 'b_33558822': -81.0, 'b_33559737': -64.0, 'b_48801202': -63.0, 'b_48801201': -64.0, 'b_30176895': -77.0, 'b_21696012': -62.0, 'b_48801158': -63.0, 'b_48801159': -67.0, 'b_5895407': -72.0, 'b_5895406': -73.0, 'b_16592596': -78.0, 'b_47694719': -72.0, 'b_26708287': -80.0, 'b_29763009': -68.0, 'b_55210058': -61.0, 'b_30176820': -81.0, 'b_30728809': -72.0, 'b_48801120': -65.0, 'b_16592595': -73.0, 'b_30728810': -82.0, 'b_2623930': -80.0}"
2159,m_2467,s_41234,"{'b_28152000': -70.0, 'b_30223341': -71.0, 'b_30223342': -71.0, 'b_30223343': -79.0, 'b_30223344': -79.0, 'b_30223345': -79.0, 'b_8151669': -72.0, 'b_15046581': -73.0, 'b_31987403': -69.0, 'b_31987404': -80.0, 'b_29762823': -74.0, 'b_30223213': -75.0, 'b_12751804': -74.0, 'b_16593458': -69.0, 'b_16593459': -71.0, 'b_16593222': -70.0, 'b_30223298': -77.0, 'b_27795442': -75.0, 'b_30223296': -77.0, 'b_30223297': -77.0, 'b_30223294': -65.0, 'b_30223295': -66.0, 'b_31804454': -61.0, 'b_23452138': -78.0, 'b_30223214': -74.0, 'b_30223215': -74.0, 'b_30223212': -66.0, 'b_29762822': -66.0, 'b_30223211': -65.0, 'b_12282449': -33.0}"
2160,m_2467,s_421291,"{'b_12310627': -36.0, 'b_56333600': -72.0, 'b_28000013': -79.0, 'b_23770851': -68.0, 'b_12310628': -43.0, 'b_30176857': -79.0, 'b_30176856': -76.0, 'b_18002044': -78.0, 'b_23770836': -79.0, 'b_33558759': -69.0, 'b_28127918': -80.0, 'b_29762622': -48.0, 'b_3329985': -65.0}"
2161,m_2467,s_423367,"{'b_30176729': -56.0, 'b_30176728': -58.0, 'b_35867641': -73.0, 'b_56210075': -74.0, 'b_29762649': -78.0, 'b_11608243': -69.0, 'b_55310489': -53.0, 'b_29762606': -74.0, 'b_29762605': -73.0, 'b_1209812': -66.0, 'b_31981188': -45.0, 'b_22017351': -73.0, 'b_22017350': -66.0, 'b_2623934': -64.0, 'b_13732710': -68.0, 'b_38132516': -51.0, 'b_2623933': -62.0, 'b_16593263': -74.0, 'b_29079099': -65.0, 'b_33558839': -71.0, 'b_22021048': -63.0, 'b_22016876': -63.0, 'b_53753378': -63.0, 'b_53753379': -68.0, 'b_22021556': -66.0, 'b_22021557': -73.0, 'b_55310490': -59.0}"
2162,m_2467,s_435256,"{'b_50670466': -56.0, 'b_38175023': -77.0, 'b_38032777': -65.0, 'b_57100926': -74.0, 'b_43771624': -78.0, 'b_37908623': -71.0, 'b_12559303': -52.0, 'b_12559304': -62.0, 'b_50670470': -51.0, 'b_14748681': -74.0, 'b_20884620': -74.0, 'b_55139159': -76.0, 'b_46052019': -62.0, 'b_32546933': -68.0, 'b_48636270': -77.0, 'b_16593309': -78.0, 'b_51720240': -60.0, 'b_52558092': -57.0, 'b_40244094': -79.0, 'b_38074609': -47.0, 'b_1176774': -74.0, 'b_15628491': -77.0}"
2163,m_2467,s_444858,"{'b_53753273': -76.0, 'b_53753272': -75.0, 'b_29762687': -79.0, 'b_5533713': -75.0, 'b_31987403': -66.0, 'b_15046581': -41.0, 'b_33560288': -81.0, 'b_31987404': -78.0, 'b_49263773': -80.0, 'b_12751804': -67.0, 'b_16593459': -80.0, 'b_38132516': -73.0, 'b_16593458': -77.0, 'b_43917530': -76.0, 'b_16593162': -80.0, 'b_16593161': -77.0, 'b_14910983': -74.0, 'b_57206735': -61.0, 'b_33558933': -65.0, 'b_31804454': -68.0, 'b_16593286': -69.0, 'b_23452138': -80.0, 'b_29762733': -58.0, 'b_12938520': -48.0, 'b_29762823': -83.0, 'b_29762822': -78.0, 'b_29762734': -57.0, 'b_16593405': -78.0, 'b_12479376': -48.0, 'b_29929731': -71.0}"
2164,m_2467,s_450433,"{'b_11414040': -43.0, 'b_53753097': -61.0, 'b_53753096': -65.0, 'b_29762928': -81.0, 'b_56201410': -72.0, 'b_55455194': -66.0, 'b_30381312': -72.0, 'b_38000499': -74.0, 'b_38193655': -81.0, 'b_55455193': -58.0, 'b_34413604': -63.0, 'b_38010729': -54.0, 'b_3406827': -66.0, 'b_4365770': -58.0, 'b_55346368': -68.0, 'b_56204513': -72.0, 'b_56204512': -66.0, 'b_16593475': -72.0, 'b_56201409': -66.0, 'b_30176634': -51.0, 'b_38161619': -66.0, 'b_38032398': -61.0, 'b_55988882': -58.0, 'b_32080970': -57.0, 'b_29264968': -76.0, 'b_56775134': -72.0, 'b_27024838': -69.0}"
2165,m_2467,s_461383,"{'b_55210058': -75.0, 'b_36689502': -71.0, 'b_48801175': -78.0, 'b_14659613': -69.0, 'b_1091490': -64.0, 'b_8045337': -74.0, 'b_8045336': -81.0, 'b_1064669': -65.0, 'b_1064668': -65.0, 'b_50355760': -70.0, 'b_50355761': -73.0, 'b_56265628': -63.0, 'b_48801202': -73.0, 'b_22103389': -60.0, 'b_30728809': -72.0, 'b_26708105': -67.0, 'b_48801159': -76.0, 'b_33559540': -81.0, 'b_16593038': -74.0, 'b_16593039': -75.0, 'b_1064670': -70.0, 'b_1064671': -69.0, 'b_1077070': -55.0, 'b_1077071': -54.0, 'b_1077072': -63.0, 'b_1077073': -59.0, 'b_8356332': -76.0, 'b_48801120': -79.0, 'b_1091489': -65.0, 'b_48801201': -74.0, 'b_30728810': -80.0, 'b_48801158': -74.0, 'b_1091488': -55.0, 'b_1091487': -57.0, 'b_23452493': -80.0}"
2166,m_2467,s_462041,"{'b_26738954': -68.0, 'b_52679447': -69.0, 'b_6004108': -66.0, 'b_1086680': -67.0, 'b_53753427': -78.0, 'b_50614202': -64.0, 'b_30778303': -67.0, 'b_16592743': -76.0, 'b_16593364': -80.0, 'b_93964': -71.0, 'b_31093414': -78.0, 'b_16593053': -77.0, 'b_45525024': -81.0, 'b_6004132': -54.0, 'b_51884346': -62.0, 'b_43686731': -63.0, 'b_35343744': -71.0, 'b_12928650': -66.0, 'b_1086676': -54.0, 'b_1086677': -54.0, 'b_31033120': -73.0, 'b_29351559': -64.0, 'b_1086678': -68.0, 'b_1086679': -68.0, 'b_26393322': -82.0, 'b_26393321': -83.0, 'b_53753531': -72.0}"
2167,m_2467,s_46595,"{'b_7892879': -65.0, 'b_53271647': -67.0, 'b_53271646': -55.0, 'b_53269789': -62.0, 'b_53269788': -55.0, 'b_9711572': -44.0, 'b_9712841': -63.0, 'b_9712840': -50.0, 'b_9711477': -56.0, 'b_9711476': -43.0, 'b_53272444': -45.0, 'b_56200521': -54.0, 'b_53271673': -61.0, 'b_53272150': -68.0, 'b_16606873': -50.0, 'b_9712791': -43.0, 'b_53268297': -58.0, 'b_9712792': -55.0, 'b_9712809': -53.0, 'b_9712796': -61.0, 'b_9711585': -63.0, 'b_9711584': -51.0, 'b_16609086': -51.0, 'b_53272441': -49.0, 'b_53272442': -61.0, 'b_9710357': -48.0, 'b_9710356': -56.0, 'b_9710355': -40.0, 'b_53749302': -46.0, 'b_9712853': -39.0, 'b_53268344': -45.0, 'b_53268345': -57.0, 'b_53271634': -52.0, 'b_9712855': -49.0, 'b_16610777': -50.0, 'b_53752342': -46.0, 'b_9712808': -43.0, 'b_53268285': -48.0, 'b_56203993': -52.0, 'b_53268286': -62.0, 'b_9712789': -53.0, 'b_9711610': -48.0, 'b_56206249': -49.0, 'b_53268228': -63.0, 'b_53271278': -62.0, 'b_9710229': -56.0, 'b_9710228': -42.0, 'b_9710226': -52.0, 'b_53271277': -54.0, 'b_9712256': -42.0, 'b_9712319': -58.0, 'b_9712320': -60.0, 'b_9712233': -63.0, 'b_9711474': -53.0, 'b_9711608': -38.0, 'b_53752338': -48.0, 'b_9711527': -46.0, 'b_9710333': -50.0, 'b_53272426': -48.0, 'b_9710334': -63.0, 'b_53268129': -49.0, 'b_9712303': -45.0, 'b_53272163': -64.0, 'b_53272162': -64.0, 'b_9710277': -45.0, 'b_9710322': -44.0, 'b_53272433': -58.0, 'b_53272432': -52.0, 'b_53268339': -60.0, 'b_53268338': -49.0, 'b_53270330': -49.0, 'b_53270331': -61.0, 'b_53270335': -46.0, 'b_53270336': -57.0, 'b_9712291': -46.0, 'b_53271678': -53.0, 'b_53271679': -61.0, 'b_53271488': -55.0, 'b_53271672': -60.0, 'b_56206238': -50.0, 'b_9712810': -45.0, 'b_53268227': -48.0, 'b_53271572': -56.0, 'b_9710252': -64.0, 'b_53272405': -49.0, 'b_53272406': -62.0, 'b_53272758': -54.0, 'b_53272759': -62.0, 'b_53272356': -48.0, 'b_9710310': -43.0, 'b_56200512': -54.0, 'b_53746570': -47.0, 'b_53272445': -56.0, 'b_53268296': -51.0, 'b_9712346': -50.0, 'b_9712344': -47.0, 'b_54885503': -57.0, 'b_9711523': -53.0, 'b_53751396': -59.0, 'b_9711522': -44.0, 'b_9712826': -43.0, 'b_9711609': -59.0, 'b_9711498': -61.0, 'b_53271700': -66.0, 'b_52205926': -65.0, 'b_16610189': -66.0, 'b_9712854': -60.0, 'b_53270282': -48.0, 'b_53270283': -62.0, 'b_53746563': -51.0, 'b_9712211': -58.0, 'b_53749296': -51.0, 'b_9712213': -45.0, 'b_9712214': -56.0, 'b_53270218': -62.0, 'b_56207514': -54.0, 'b_56207519': -53.0, 'b_53270217': -50.0, 'b_56204002': -53.0, 'b_9712830': -44.0, 'b_9710274': -55.0, 'b_9711560': -42.0, 'b_53270116': -49.0, 'b_9710273': -45.0, 'b_53270295': -58.0, 'b_53270294': -51.0, 'b_53272427': -62.0, 'b_9712260': -47.0}"
2168,m_2467,s_46644,"{'b_29762769': -64.0, 'b_23453042': -73.0, 'b_10625614': -76.0, 'b_48808367': -51.0, 'b_48799500': -70.0, 'b_24480273': -77.0, 'b_29762719': -77.0, 'b_20462661': -78.0, 'b_48808375': -47.0, 'b_48808374': -55.0, 'b_16592831': -68.0, 'b_16592832': -65.0, 'b_33559207': -79.0, 'b_53753415': -55.0, 'b_53753414': -53.0, 'b_29762770': -61.0, 'b_48799563': -64.0, 'b_30176658': -76.0, 'b_29124645': -80.0, 'b_30176657': -76.0}"
2169,m_2467,s_4992,"{'b_16593504': -64.0, 'b_7990194': -29.0, 'b_6395118': -73.0, 'b_22017210': -73.0, 'b_5854900': -77.0, 'b_22021420': -73.0, 'b_7990079': -58.0, 'b_33558665': -79.0, 'b_22021317': -76.0, 'b_16593505': -59.0, 'b_23452557': -67.0, 'b_1037338': -73.0, 'b_14248971': -73.0, 'b_1172720': -70.0, 'b_1037337': -65.0, 'b_1037336': -65.0, 'b_22017113': -76.0}"
2170,m_2467,s_506399,"{'b_33558918': -73.0, 'b_22017350': -82.0, 'b_53753444': -51.0, 'b_22021048': -76.0, 'b_53753445': -42.0, 'b_29762939': -82.0, 'b_332974': -43.0, 'b_2623960': -76.0, 'b_2623961': -78.0, 'b_53753780': -79.0, 'b_27112979': -81.0, 'b_8007685': -33.0, 'b_30957545': -69.0, 'b_952191': -79.0, 'b_31579249': -64.0, 'b_952192': -78.0, 'b_28152000': -78.0, 'b_22021556': -80.0, 'b_30957437': -71.0, 'b_22016876': -78.0}"
2171,m_2467,s_536590,"{'b_7990194': -78.0, 'b_53485203': -73.0, 'b_5854900': -78.0, 'b_23414223': -51.0, 'b_7139784': -79.0, 'b_55849251': -74.0, 'b_7990079': -77.0, 'b_43531366': -56.0, 'b_23647659': -49.0, 'b_7139908': -70.0, 'b_14718097': -80.0, 'b_14718096': -76.0, 'b_23414211': -72.0, 'b_1037336': -79.0, 'b_23414233': -48.0, 'b_23647653': -71.0, 'b_7154128': -80.0, 'b_7139915': -79.0, 'b_23647656': -50.0, 'b_6395118': -78.0}"
2172,m_2467,s_560559,"{'b_50080941': -69.0, 'b_16593370': -75.0, 'b_41094032': -68.0, 'b_57147870': -57.0, 'b_16592943': -75.0, 'b_15277038': -71.0, 'b_16592574': -75.0, 'b_50025290': -70.0, 'b_47887613': -68.0, 'b_40187005': -27.0, 'b_30176910': -65.0, 'b_30176911': -69.0}"
2173,m_2467,s_582000,"{'b_4334625': -76.0, 'b_8113688': -40.0, 'b_7761948': -43.0, 'b_35867641': -73.0, 'b_55310489': -73.0, 'b_28047711': -76.0, 'b_17581788': -40.0, 'b_16593036': -57.0, 'b_11608243': -66.0}"
2174,m_2467,s_597034,"{'b_11414040': -57.0, 'b_53753097': -68.0, 'b_53753096': -74.0, 'b_29762928': -81.0, 'b_56201410': -68.0, 'b_55455194': -72.0, 'b_30381312': -72.0, 'b_38000499': -71.0, 'b_38193655': -79.0, 'b_55455193': -62.0, 'b_34413604': -58.0, 'b_38193654': -72.0, 'b_38010729': -59.0, 'b_4365770': -56.0, 'b_55346368': -71.0, 'b_16999027': -76.0, 'b_56204513': -68.0, 'b_56204512': -63.0, 'b_16593475': -67.0, 'b_56201409': -64.0, 'b_38161619': -66.0, 'b_56336453': -70.0, 'b_38032398': -68.0, 'b_55988882': -62.0, 'b_32080970': -63.0, 'b_29264968': -74.0, 'b_8282511': -72.0, 'b_56775134': -70.0, 'b_27024838': -66.0}"
2175,m_2467,s_59930,"{'b_34369549': -74.0, 'b_1020033': -76.0, 'b_4608365': -72.0, 'b_12217626': -48.0, 'b_4608366': -73.0, 'b_11771342': -77.0, 'b_21323959': -74.0, 'b_29762784': -50.0, 'b_39749730': -78.0, 'b_29762783': -56.0, 'b_22287530': -66.0, 'b_34369550': -73.0, 'b_34369551': -82.0, 'b_34369552': -81.0, 'b_34369553': -80.0, 'b_44486353': -73.0, 'b_33771317': -76.0, 'b_33109569': -76.0, 'b_52486777': -78.0, 'b_1020032': -78.0, 'b_16862395': -76.0, 'b_7952217': -74.0}"
2176,m_2467,s_644235,"{'b_50670466': -70.0, 'b_39859601': -75.0, 'b_31918616': -69.0, 'b_38000499': -73.0, 'b_38175023': -69.0, 'b_38032777': -43.0, 'b_57100926': -62.0, 'b_53753798': -76.0, 'b_37908623': -61.0, 'b_12559303': -55.0, 'b_12559304': -65.0, 'b_50670470': -68.0, 'b_53753589': -80.0, 'b_55139159': -70.0, 'b_46052019': -69.0, 'b_32546933': -64.0, 'b_48636270': -69.0, 'b_16593308': -71.0, 'b_16593309': -70.0, 'b_51720240': -76.0, 'b_52558092': -75.0, 'b_38074609': -56.0, 'b_1176774': -70.0, 'b_15628492': -81.0, 'b_15628491': -70.0}"
2177,m_2467,s_688609,"{'b_7990194': -68.0, 'b_6395118': -47.0, 'b_5854900': -47.0, 'b_33558910': -73.0, 'b_6395117': -66.0, 'b_2623961': -78.0, 'b_1037339': -75.0, 'b_1037338': -75.0, 'b_31829649': -66.0, 'b_5854899': -65.0, 'b_1037336': -64.0, 'b_7990079': -59.0, 'b_1037337': -65.0}"
2178,m_2467,s_709160,"{'b_1084494': -77.0, 'b_34578850': -82.0, 'b_1084492': -66.0, 'b_28127920': -69.0, 'b_1084495': -77.0, 'b_27971871': -79.0, 'b_1084493': -66.0, 'b_24505055': -76.0, 'b_30176565': -60.0, 'b_30176564': -63.0, 'b_28127915': -75.0}"
2179,m_2467,s_737989,"{'b_55292972': -50.0, 'b_53753330': -64.0, 'b_53753177': -52.0, 'b_2402804': -68.0, 'b_2402803': -63.0, 'b_14248971': -72.0, 'b_16593179': -70.0, 'b_56210075': -78.0, 'b_53753178': -47.0, 'b_48092963': -78.0, 'b_28127920': -67.0, 'b_53753329': -64.0, 'b_33558670': -77.0, 'b_2707247': -60.0, 'b_53036990': -73.0, 'b_53036991': -71.0, 'b_37567403': -59.0, 'b_25171701': -75.0, 'b_20382747': -69.0, 'b_23452561': -79.0, 'b_20614631': -74.0, 'b_33558741': -67.0, 'b_27971871': -70.0, 'b_15016923': -76.0}"
2180,m_2467,s_767029,"{'b_1207147': -62.0, 'b_1209702': -72.0, 'b_4334625': -78.0, 'b_1209707': -56.0, 'b_13732710': -76.0, 'b_33559540': -79.0, 'b_1209815': -56.0, 'b_53753378': -70.0, 'b_1209817': -52.0, 'b_33558839': -79.0, 'b_35867641': -72.0, 'b_16593039': -79.0, 'b_29762605': -67.0, 'b_1209812': -43.0, 'b_1186785': -80.0, 'b_55310489': -77.0, 'b_31981188': -76.0, 'b_53753379': -69.0, 'b_11608243': -64.0, 'b_29762606': -68.0}"
2181,m_2467,s_78069,"{'b_30728809': -36.0, 'b_33558638': -80.0, 'b_53753586': -73.0, 'b_36689502': -75.0, 'b_53036990': -77.0, 'b_53036991': -75.0, 'b_20542748': -58.0, 'b_20418369': -76.0, 'b_33558706': -58.0, 'b_16593553': -65.0, 'b_16593552': -67.0, 'b_30728810': -41.0, 'b_8045336': -83.0, 'b_30176585': -78.0, 'b_332270': -52.0, 'b_16593559': -68.0, 'b_16593558': -70.0}"
2182,m_2467,s_78776,"{'b_16592997': -78.0, 'b_8037479': -75.0, 'b_20418369': -71.0, 'b_30176585': -67.0, 'b_36689502': -73.0, 'b_53036990': -67.0, 'b_53036991': -66.0, 'b_20542748': -64.0, 'b_33558638': -59.0, 'b_15016923': -70.0, 'b_16593553': -47.0, 'b_33558706': -73.0, 'b_30728810': -73.0, 'b_332270': -69.0, 'b_30728809': -63.0, 'b_23452493': -80.0, 'b_16593552': -54.0}"
2183,m_2467,s_815473,"{'b_7990194': -76.0, 'b_20566754': -76.0, 'b_53753444': -75.0, 'b_53753445': -77.0, 'b_29762939': -71.0, 'b_332974': -72.0, 'b_2623961': -76.0, 'b_53753780': -65.0, 'b_26708538': -82.0, 'b_27112979': -72.0, 'b_8007685': -71.0, 'b_30957545': -53.0, 'b_952192': -62.0, 'b_952193': -68.0, 'b_29762938': -74.0, 'b_31579249': -47.0, 'b_53753393': -75.0, 'b_952191': -63.0, 'b_30957437': -50.0, 'b_952194': -65.0, 'b_53753779': -67.0}"
2184,m_2467,s_8161,"{'b_11276031': -69.0, 'b_4634493': -55.0, 'b_53968552': -71.0, 'b_12228676': -76.0, 'b_4608365': -73.0, 'b_56791682': -74.0, 'b_31668449': -61.0, 'b_21324525': -75.0, 'b_26971435': -75.0, 'b_29762837': -73.0, 'b_16592667': -77.0, 'b_51316348': -72.0, 'b_50084323': -75.0, 'b_53753716': -75.0, 'b_29762933': -59.0, 'b_53753715': -73.0, 'b_29762934': -56.0, 'b_16593342': -66.0, 'b_16593343': -66.0, 'b_27489043': -74.0, 'b_53968553': -78.0, 'b_4634494': -56.0, 'b_4634495': -57.0, 'b_53753754': -69.0, 'b_4634492': -54.0, 'b_28127918': -70.0, 'b_28127915': -69.0, 'b_53753755': -66.0, 'b_44486353': -74.0, 'b_23815516': -71.0, 'b_11480080': -76.0, 'b_33771316': -64.0, 'b_33771317': -66.0, 'b_4634418': -54.0, 'b_4634419': -56.0, 'b_33109569': -75.0, 'b_4634416': -51.0, 'b_4634417': -52.0, 'b_33771318': -71.0, 'b_33771319': -72.0, 'b_1037034': -73.0, 'b_1037035': -70.0, 'b_1037036': -79.0, 'b_1037037': -79.0, 'b_16862395': -74.0}"
2185,m_2467,s_84388,"{'b_23452782': -68.0, 'b_45460459': -61.0, 'b_45460458': -40.0, 'b_45495404': -58.0, 'b_45495403': -36.0, 'b_53036990': -52.0, 'b_53036991': -51.0, 'b_15016923': -50.0, 'b_28047711': -37.0, 'b_28906251': -46.0, 'b_45460237': -36.0, 'b_23452493': -81.0, 'b_28690862': -46.0}"
2186,m_2467,s_885455,"{'b_54992129': -61.0, 'b_54992128': -48.0, 'b_5895407': -80.0, 'b_16593021': -77.0, 'b_53753496': -74.0, 'b_16593003': -76.0, 'b_25583161': -75.0, 'b_22231530': -77.0, 'b_16592991': -68.0, 'b_16592992': -70.0, 'b_30728809': -79.0, 'b_26996450': -77.0, 'b_27075581': -77.0, 'b_5895406': -77.0, 'b_16592596': -69.0, 'b_53036990': -77.0, 'b_53036991': -78.0, 'b_26708287': -78.0, 'b_53753497': -79.0, 'b_16593020': -76.0, 'b_16592595': -68.0, 'b_30728810': -81.0, 'b_53753688': -76.0}"
2187,m_2467,s_99933,"{'b_42917055': -72.0, 'b_11414040': -74.0, 'b_53753097': -57.0, 'b_53753096': -63.0, 'b_29762928': -82.0, 'b_29762989': -72.0, 'b_55455194': -78.0, 'b_55455193': -71.0, 'b_9915661': -67.0, 'b_27132938': -65.0, 'b_46327528': -74.0, 'b_38010729': -70.0, 'b_57076665': -69.0, 'b_20844341': -71.0, 'b_46217393': -70.0, 'b_30176634': -78.0, 'b_38161619': -38.0, 'b_43866184': -76.0, 'b_38032398': -65.0, 'b_55988882': -71.0, 'b_32080970': -58.0, 'b_25580232': -60.0, 'b_1176774': -72.0, 'b_5691424': -70.0}"
2188,m_2578,s_1065600,"{'b_38988309': -74.0, 'b_2147573': -59.0, 'b_40579984': -68.0, 'b_11949280': -74.0, 'b_40580079': -73.0, 'b_41311466': -77.0, 'b_50599330': -74.0, 'b_52266127': -72.0, 'b_21605776': -53.0, 'b_45987346': -56.0, 'b_2147574': -58.0, 'b_2147575': -58.0, 'b_40580080': -67.0, 'b_40580081': -70.0, 'b_51955910': -77.0}"
2189,m_2578,s_10859,"{'b_17032644': -76.0, 'b_38988308': -76.0, 'b_38988309': -75.0, 'b_40579787': -60.0, 'b_2147609': -78.0, 'b_40579860': -78.0, 'b_40579789': -57.0, 'b_40579788': -63.0, 'b_25323804': -58.0, 'b_25323805': -68.0, 'b_40580258': -80.0, 'b_21760736': -71.0, 'b_40579817': -79.0, 'b_40580257': -81.0, 'b_22865991': -72.0, 'b_40579721': -75.0, 'b_9768679': -58.0, 'b_9768682': -51.0, 'b_40579759': -76.0, 'b_9768680': -51.0, 'b_9768681': -51.0, 'b_25323761': -77.0, 'b_48651226': -76.0, 'b_16836322': -77.0, 'b_40579627': -79.0, 'b_50598462': -78.0, 'b_40580120': -75.0, 'b_40580118': -77.0, 'b_40580256': -80.0, 'b_50598065': -76.0, 'b_4574840': -78.0, 'b_40580128': -82.0, 'b_25323760': -70.0, 'b_9768677': -57.0, 'b_17032674': -70.0, 'b_40579819': -79.0, 'b_9768678': -58.0, 'b_40579790': -58.0, 'b_40579791': -56.0, 'b_40579792': -57.0, 'b_48715543': -80.0, 'b_37435586': -79.0, 'b_40580119': -77.0, 'b_50598063': -79.0, 'b_40579758': -75.0, 'b_48144411': -75.0, 'b_20400750': -67.0, 'b_40579760': -75.0, 'b_8024318': -79.0, 'b_40579720': -74.0, 'b_40579723': -70.0, 'b_40579722': -76.0, 'b_40579725': -70.0, 'b_40579724': -70.0, 'b_50598097': -77.0, 'b_50598096': -74.0, 'b_50598099': -72.0, 'b_50598098': -72.0, 'b_40579628': -76.0, 'b_40579629': -77.0, 'b_50598668': -80.0, 'b_50598669': -80.0}"
2190,m_2578,s_112224,"{'b_48097349': -39.0, 'b_10231110': -73.0, 'b_40579732': -55.0, 'b_46428482': -48.0, 'b_56214473': -53.0, 'b_56139939': -71.0}"
2191,m_2578,s_1139407,"{'b_28152941': -78.0, 'b_28152942': -79.0, 'b_43954769': -31.0, 'b_596238': -48.0, 'b_15261757': -84.0}"
2192,m_2578,s_1201975,"{'b_40579811': -47.0, 'b_341749': -69.0, 'b_8828786': -65.0, 'b_11949281': -48.0, 'b_11949280': -38.0, 'b_8549426': -73.0, 'b_22879895': -64.0, 'b_7792991': -70.0, 'b_6978169': -51.0, 'b_23815483': -59.0, 'b_51955910': -41.0}"
2193,m_2578,s_143238,"{'b_31092295': -72.0, 'b_8615733': -74.0, 'b_13879653': -81.0, 'b_2147899': -78.0, 'b_26708675': -78.0, 'b_2147901': -74.0, 'b_2147900': -74.0, 'b_1042360': -58.0, 'b_1042361': -65.0, 'b_14029167': -81.0, 'b_40580109': -64.0, 'b_40580108': -60.0, 'b_1042469': -51.0, 'b_40580107': -68.0, 'b_40580106': -65.0, 'b_43252391': -72.0, 'b_50599357': -76.0, 'b_50599356': -76.0, 'b_13755252': -76.0, 'b_50599359': -78.0, 'b_50599237': -74.0, 'b_50599358': -67.0, 'b_40580509': -73.0, 'b_40580508': -71.0, 'b_40580505': -72.0, 'b_40580504': -72.0, 'b_40580507': -73.0, 'b_40580506': -73.0, 'b_24310742': -79.0, 'b_38029623': -72.0, 'b_1042464': -69.0, 'b_1042463': -69.0, 'b_50599027': -79.0, 'b_25189200': -71.0, 'b_25189201': -71.0, 'b_1042470': -54.0, 'b_2147898': -75.0, 'b_2147897': -75.0, 'b_50599360': -74.0, 'b_2147896': -74.0, 'b_40580110': -59.0, 'b_40580111': -64.0}"
2194,m_2578,s_1491341,"{'b_26708024': -75.0, 'b_19288704': -69.0, 'b_2147601': -75.0, 'b_18804807': -66.0, 'b_14805758': -67.0, 'b_23452870': -75.0, 'b_2147586': -59.0, 'b_2147585': -66.0, 'b_2147584': -59.0, 'b_14000925': -61.0, 'b_22819701': -60.0}"
2195,m_2578,s_154432,"{'b_362967': -75.0, 'b_33633878': -55.0, 'b_38070564': -69.0, 'b_38070565': -76.0, 'b_43877097': -60.0, 'b_362969': -75.0, 'b_362968': -76.0, 'b_10874142': -46.0, 'b_362994': -70.0, 'b_362992': -70.0, 'b_362993': -70.0, 'b_15423320': -64.0, 'b_33633877': -44.0, 'b_32324778': -58.0}"
2196,m_2578,s_15471,"{'b_36324444': -60.0, 'b_15670787': -61.0, 'b_15670786': -61.0, 'b_25277091': -53.0, 'b_32842304': -59.0, 'b_15670227': -73.0, 'b_5413595': -63.0, 'b_41141349': -72.0, 'b_41141348': -64.0, 'b_26708739': -61.0, 'b_20425219': -69.0, 'b_55435902': -64.0, 'b_4332838': -70.0, 'b_15670233': -62.0, 'b_15670230': -76.0, 'b_15670236': -57.0, 'b_15670235': -57.0, 'b_36897595': -58.0, 'b_15669586': -56.0, 'b_15669585': -56.0, 'b_15669584': -59.0, 'b_15669583': -59.0, 'b_15670817': -68.0, 'b_15670816': -68.0, 'b_18170459': -64.0, 'b_1845441': -63.0, 'b_15670383': -73.0, 'b_15670229': -76.0}"
2197,m_2578,s_157574,"{'b_57032297': -39.0, 'b_49917327': -80.0, 'b_46444082': -77.0, 'b_40707246': -63.0, 'b_4188567': -74.0, 'b_26803824': -74.0, 'b_29671797': -68.0, 'b_55069762': -77.0, 'b_35300684': -80.0}"
