mall_id,shop_id,wifi_infos
m_1950,s_1131600,47
m_1950,s_11516,229
m_1950,s_1168699,318
m_1950,s_1210987,40
m_1950,s_129742,28
m_1950,s_129882,1
m_1950,s_136579,55
m_1950,s_137892,12
m_1950,s_1430422,36
m_1950,s_1430441,40
m_1950,s_1441898,46
m_1950,s_149707,101
m_1950,s_1902238,21
m_1950,s_202846,166
m_1950,s_2032729,378
m_1950,s_2036781,1
m_1950,s_2153853,136
m_1950,s_222959,353
m_1950,s_2231641,320
m_1950,s_2295836,12
m_1950,s_230362,12
m_1950,s_231997,290
m_1950,s_244731,1
m_1950,s_256926,264
m_1950,s_2583434,165
m_1950,s_2625747,173
m_1950,s_2790691,1
m_1950,s_285936,20
m_1950,s_2917001,5
m_1950,s_297046,114
m_1950,s_297832,1559
m_1950,s_304639,177
m_1950,s_3048958,163
m_1950,s_3050822,27
m_1950,s_3069952,30
m_1950,s_3076904,3
m_1950,s_3231037,6
m_1950,s_329134,266
m_1950,s_3301723,14
m_1950,s_3380006,10
m_1950,s_3456709,6
m_1950,s_3521830,98
m_1950,s_3540866,32
m_1950,s_3564857,159
m_1950,s_3575811,1
m_1950,s_3589459,38
m_1950,s_3599099,3
m_1950,s_361031,177
m_1950,s_3646758,119
m_1950,s_3675158,9
m_1950,s_3689674,5
m_1950,s_3699734,29
m_1950,s_3743427,23
m_1950,s_3809354,67
m_1950,s_3813645,103
m_1950,s_3841934,101
m_1950,s_3847999,6
m_1950,s_3852734,157
m_1950,s_3854676,85
m_1950,s_3860944,55
m_1950,s_3866543,139
m_1950,s_388932,185
m_1950,s_3949733,10
m_1950,s_3958274,87
m_1950,s_3958381,37
m_1950,s_3979682,8
m_1950,s_3992650,49
m_1950,s_4000368,2
m_1950,s_4010407,4
m_1950,s_4014688,43
m_1950,s_4021411,19
m_1950,s_4131,101
m_1950,s_422780,41
m_1950,s_424270,351
m_1950,s_438276,36
m_1950,s_463337,117
m_1950,s_469554,106
m_1950,s_470562,14
m_1950,s_471346,249
m_1950,s_471967,206
m_1950,s_479578,1
m_1950,s_486733,154
m_1950,s_489871,289
m_1950,s_490007,203
m_1950,s_491340,174
m_1950,s_491753,36
m_1950,s_491816,143
m_1950,s_495513,123
m_1950,s_495582,121
m_1950,s_498661,153
m_1950,s_498669,89
m_1950,s_500622,23
m_1950,s_501959,1
m_1950,s_508320,166
m_1950,s_5095,49
m_1950,s_521505,92
m_1950,s_522026,56
m_1950,s_525095,20
m_1950,s_537541,99
m_1950,s_551486,56
m_1950,s_556440,99
m_1950,s_567017,77
m_1950,s_568633,53
m_1950,s_568744,19
m_1950,s_571666,67
m_1950,s_579102,64
m_1950,s_580991,4
m_1950,s_589855,58
m_1950,s_593467,34
m_1950,s_596791,6
m_1950,s_60264,28
m_1950,s_614044,317
m_1950,s_618374,18
m_1950,s_639515,118
m_1950,s_720896,30
m_1950,s_7656,706
m_1950,s_789016,121
m_1950,s_790148,58
m_1950,s_805735,1
m_1950,s_843829,51
m_1950,s_861251,8
m_1950,s_934322,57
m_1950,s_956781,1
m_1950,s_995732,32
m_1950,s_999170,26
m_2009,s_1900772,786
m_2009,s_1940563,254
m_2009,s_2074876,485
m_2009,s_2091789,2
m_2009,s_2378665,178
m_2009,s_266496,1
m_2009,s_2906267,99
m_2009,s_2918468,14
m_2009,s_2934107,236
m_2009,s_2988630,140
m_2009,s_2989715,109
m_2009,s_2991430,1
m_2009,s_3102289,82
m_2009,s_3152295,19
m_2009,s_328934,193
m_2009,s_3362707,7
m_2009,s_3370687,59
m_2009,s_3458839,167
m_2009,s_3472652,40
m_2009,s_3514019,288
m_2009,s_3515209,2
m_2009,s_3542256,157
m_2009,s_3563839,271
m_2009,s_372843,50
m_2009,s_372966,4
m_2009,s_376524,501
m_2009,s_3822332,87
m_2009,s_384888,100
m_2009,s_386174,340
m_2009,s_386418,205
m_2009,s_3925329,78
m_2009,s_3955816,12
m_2009,s_3965492,346
m_2009,s_3970031,8
m_2009,s_3974719,31
m_2009,s_400394,86
m_2009,s_401101,7
m_2009,s_406855,74
m_2009,s_411247,1167
m_2009,s_419243,201
m_2009,s_430699,93
m_2009,s_439768,49
m_2009,s_444153,153
m_2009,s_456402,252
m_2009,s_46416,874
m_2009,s_516183,155
m_2009,s_52780,206
m_2009,s_52862,125
m_2009,s_54594,160
m_2009,s_589649,95
m_2009,s_60195,53
m_2009,s_628126,151
m_2009,s_675671,87
m_2009,s_688321,153
m_2009,s_708245,38
m_2009,s_8531,457
m_2009,s_878894,201
m_2009,s_984181,2
m_2058,s_1165221,13
m_2058,s_1694350,47
m_2058,s_1961,297
m_2058,s_2121935,21
m_2058,s_2219881,61
m_2058,s_222597,26
m_2058,s_240357,41
m_2058,s_2852347,17
m_2058,s_286127,75
m_2058,s_2915976,20
m_2058,s_3117680,66
m_2058,s_326781,164
m_2058,s_338531,203
m_2058,s_35254,91
m_2058,s_3594309,1
m_2058,s_3648391,47
m_2058,s_3830,161
m_2058,s_383262,51
m_2058,s_3849013,41
m_2058,s_3914113,5
m_2058,s_3956991,8
m_2058,s_3984080,39
m_2058,s_3993897,26
m_2058,s_4000607,26
m_2058,s_4031911,10
m_2058,s_411036,497
m_2058,s_417276,65
m_2058,s_429992,5
m_2058,s_431314,50
m_2058,s_43176,58
m_2058,s_4319,98
m_2058,s_45844,15
m_2058,s_484793,13
m_2058,s_516875,31
m_2058,s_54587,145
m_2058,s_549534,88
m_2058,s_55450,38
m_2058,s_59463,42
m_2058,s_670426,18
m_2058,s_69965,37
m_2058,s_731284,60
m_2058,s_780,174
m_2058,s_78344,5
m_2058,s_84594,117
m_2058,s_911,115
m_2058,s_937740,52
m_2123,s_1069756,84
m_2123,s_1299251,1
m_2123,s_1398375,181
m_2123,s_14218,34
m_2123,s_14225,16
m_2123,s_1426508,111
m_2123,s_1455264,11
m_2123,s_1456050,16
m_2123,s_1460171,42
m_2123,s_1494944,37
m_2123,s_19857,1
m_2123,s_204025,17
m_2123,s_2149035,281
m_2123,s_21927,421
m_2123,s_238597,20
m_2123,s_2529033,172
m_2123,s_2588,137
m_2123,s_2716978,17
m_2123,s_2812146,51
m_2123,s_3022894,81
m_2123,s_3023658,39
m_2123,s_3048518,200
m_2123,s_3062326,69
m_2123,s_3076246,1
m_2123,s_3396480,31
m_2123,s_3433161,1
m_2123,s_3482913,11
m_2123,s_3484493,4
m_2123,s_348832,78
m_2123,s_35151,37
m_2123,s_3565396,2
m_2123,s_3637127,3
m_2123,s_3687934,5
m_2123,s_3840488,11
m_2123,s_3847255,5
m_2123,s_3931318,6
m_2123,s_3966337,14
m_2123,s_3977361,2
m_2123,s_397986,142
m_2123,s_3997806,9
m_2123,s_4055804,1
m_2123,s_406665,36
m_2123,s_413047,34
m_2123,s_491363,2
m_2123,s_492724,38
m_2123,s_49887,26
m_2123,s_506615,16
m_2123,s_524476,19
m_2123,s_530803,6
m_2123,s_535888,86
m_2123,s_536101,2
m_2123,s_57902,1
m_2123,s_580916,1
m_2123,s_623429,5
m_2123,s_646764,125
m_2123,s_651590,72
m_2123,s_660187,180
m_2123,s_66969,20
m_2123,s_671415,134
m_2123,s_700098,99
m_2123,s_701340,2
m_2123,s_726024,107
m_2123,s_7523,433
m_2123,s_793317,15
m_2123,s_80399,141
m_2123,s_804054,15
m_2123,s_815869,6
m_2123,s_82462,56
m_2123,s_8302,101
m_2123,s_943727,50
m_2123,s_955713,26
m_2123,s_96382,62
m_2123,s_986099,2
m_2182,s_1214712,34
m_2182,s_1219936,135
m_2182,s_132108,200
m_2182,s_134331,29
m_2182,s_1434386,684
m_2182,s_146047,1
m_2182,s_1473208,130
m_2182,s_1752364,188
m_2182,s_18037,68
m_2182,s_183172,59
m_2182,s_184010,49
m_2182,s_230476,17
m_2182,s_2590307,91
m_2182,s_263749,49
m_2182,s_2697372,17
m_2182,s_2738226,95
m_2182,s_298997,721
m_2182,s_300083,1210
m_2182,s_300776,174
m_2182,s_3031149,29
m_2182,s_3067013,32
m_2182,s_3147981,22
m_2182,s_3148863,22
m_2182,s_3181238,30
m_2182,s_3306332,165
m_2182,s_3417210,168
m_2182,s_3444468,5
m_2182,s_353459,906
m_2182,s_356195,4
m_2182,s_3574428,115
m_2182,s_3625800,1
m_2182,s_3735812,63
m_2182,s_3739476,105
m_2182,s_3788083,146
m_2182,s_3792952,29
m_2182,s_3797296,80
m_2182,s_3798639,22
m_2182,s_3817558,112
m_2182,s_3830566,34
m_2182,s_3836016,156
m_2182,s_3875753,37
m_2182,s_3909724,59
m_2182,s_3949775,11
m_2182,s_3957866,92
m_2182,s_3964460,111
m_2182,s_3968307,21
m_2182,s_3968385,14
m_2182,s_3976898,1
m_2182,s_4005346,9
m_2182,s_4038,126
m_2182,s_4044849,4
m_2182,s_405408,200
m_2182,s_424244,290
m_2182,s_434646,1031
m_2182,s_435471,113
m_2182,s_449922,205
m_2182,s_450401,200
m_2182,s_455988,585
m_2182,s_459988,131
m_2182,s_466043,124
m_2182,s_479073,146
m_2182,s_481912,95
m_2182,s_4895,68
m_2182,s_506548,243
m_2182,s_5165,1
m_2182,s_52397,3
m_2182,s_526324,3
m_2182,s_529339,273
m_2182,s_59645,121
m_2182,s_633411,484
m_2182,s_640721,13
m_2182,s_642085,1
m_2182,s_64342,8
m_2182,s_65802,53
m_2182,s_65944,22
m_2182,s_690431,23
m_2182,s_69208,29
m_2182,s_700545,7
m_2182,s_72830,151
m_2182,s_729,148
m_2182,s_780272,152
m_2182,s_840323,38
m_2182,s_8470,361
m_2182,s_865,58
m_2182,s_912829,81
m_2182,s_9136,22
m_2182,s_94594,110
m_2224,s_1019158,8
m_2224,s_1036094,41
m_2224,s_107788,1
m_2224,s_1167777,68
m_2224,s_1216360,15
m_2224,s_1439418,34
m_2224,s_1449579,9
m_2224,s_1449831,87
m_2224,s_1465046,15
m_2224,s_1467479,116
m_2224,s_14751,70
m_2224,s_1477411,3
m_2224,s_156406,54
m_2224,s_1611,51
m_2224,s_161168,581
m_2224,s_1637818,15
m_2224,s_1902791,14
m_2224,s_1913870,33
m_2224,s_197068,35
m_2224,s_2005833,53
m_2224,s_2017569,86
m_2224,s_2081423,119
m_2224,s_2326323,27
m_2224,s_2326999,3
m_2224,s_2331867,54
m_2224,s_2404619,82
m_2224,s_2561290,126
m_2224,s_2562541,60
m_2224,s_2567513,9
m_2224,s_258203,101
m_2224,s_260429,1
m_2224,s_261482,85
m_2224,s_262622,27
m_2224,s_262754,86
m_2224,s_2634654,43
m_2224,s_2640235,200
m_2224,s_2643913,4
m_2224,s_264980,279
m_2224,s_265303,65
m_2224,s_265646,16
m_2224,s_265722,105
m_2224,s_265785,115
m_2224,s_265916,65
m_2224,s_266124,137
m_2224,s_266272,70
m_2224,s_266410,115
m_2224,s_266546,157
m_2224,s_266602,81
m_2224,s_266787,95
m_2224,s_266790,128
m_2224,s_267067,163
m_2224,s_267196,90
m_2224,s_267263,102
m_2224,s_267402,109
m_2224,s_267504,194
m_2224,s_267577,54
m_2224,s_267647,177
m_2224,s_267728,123
m_2224,s_2678190,1
m_2224,s_267886,107
m_2224,s_267897,127
m_2224,s_2687707,371
m_2224,s_271354,33
m_2224,s_271526,23
m_2224,s_2717812,123
m_2224,s_272961,278
m_2224,s_2743880,1
m_2224,s_2763137,72
m_2224,s_279873,368
m_2224,s_2803102,28
m_2224,s_281254,414
m_2224,s_282837,354
m_2224,s_2848901,38
m_2224,s_2870624,15
m_2224,s_289673,7
m_2224,s_2919574,125
m_2224,s_2920634,107
m_2224,s_2946785,279
m_2224,s_2963355,280
m_2224,s_3001995,68
m_2224,s_300490,58
m_2224,s_3030986,216
m_2224,s_3031502,9
m_2224,s_3032201,4
m_2224,s_3047928,11
m_2224,s_3047929,110
m_2224,s_3064670,4
m_2224,s_308381,45
m_2224,s_310452,38
m_2224,s_3131288,3
m_2224,s_3152272,16
m_2224,s_3165226,11
m_2224,s_3178828,88
m_2224,s_3180525,8
m_2224,s_3235677,45
m_2224,s_3284125,17
m_2224,s_3323781,2
m_2224,s_333032,127
m_2224,s_3384121,68
m_2224,s_3411801,110
m_2224,s_3439220,14
m_2224,s_3449777,14
m_2224,s_3454092,35
m_2224,s_3454462,34
m_2224,s_3457067,36
m_2224,s_3457684,2
m_2224,s_3595527,28
m_2224,s_3597270,18
m_2224,s_3622416,7
m_2224,s_3622617,3
m_2224,s_363630,179
m_2224,s_3640945,1
m_2224,s_3645537,77
m_2224,s_3658573,2
m_2224,s_3684455,2
m_2224,s_3687299,107
m_2224,s_3695706,3
m_2224,s_3697861,164
m_2224,s_3700198,86
m_2224,s_3703919,239
m_2224,s_3718241,4
m_2224,s_3729420,4
m_2224,s_3735112,86
m_2224,s_3750458,5
m_2224,s_3766754,23
m_2224,s_3803651,3
m_2224,s_3817213,84
m_2224,s_3817570,6
m_2224,s_382205,24
m_2224,s_382365,76
m_2224,s_3828868,19
m_2224,s_3832153,142
m_2224,s_3837197,27
m_2224,s_3852341,20
m_2224,s_3863465,1
m_2224,s_3870730,2
m_2224,s_3877848,13
m_2224,s_3890498,18
m_2224,s_3897026,14
m_2224,s_3897624,37
m_2224,s_3899287,9
m_2224,s_3899356,14
m_2224,s_3899855,17
m_2224,s_3900722,4
m_2224,s_390115,44
m_2224,s_3936266,3
m_2224,s_3946164,21
m_2224,s_3961232,21
m_2224,s_3974050,3
m_2224,s_3982097,9
m_2224,s_398887,24
m_2224,s_3999005,14
m_2224,s_4040859,1
m_2224,s_4056779,1
m_2224,s_411809,287
m_2224,s_4180,86
m_2224,s_425619,79
m_2224,s_426957,160
m_2224,s_430218,27
m_2224,s_431658,86
m_2224,s_432308,65
m_2224,s_442328,157
m_2224,s_453863,32
m_2224,s_457582,26
m_2224,s_461413,14
m_2224,s_465881,28
m_2224,s_47447,44
m_2224,s_487024,18
m_2224,s_49008,1
m_2224,s_49057,136
m_2224,s_496642,1
m_2224,s_49986,103
m_2224,s_516507,49
m_2224,s_53673,14
m_2224,s_547516,9
m_2224,s_554068,161
m_2224,s_556658,5
m_2224,s_57358,10
m_2224,s_582280,34
m_2224,s_583085,119
m_2224,s_591898,3
m_2224,s_594361,44
m_2224,s_59723,35
m_2224,s_597410,141
m_2224,s_597600,142
m_2224,s_598004,18
m_2224,s_604292,309
m_2224,s_607580,36
m_2224,s_614183,77
m_2224,s_615090,47
m_2224,s_619218,49
m_2224,s_627148,6
m_2224,s_635057,55
m_2224,s_636769,121
m_2224,s_638230,29
m_2224,s_644789,14
m_2224,s_644984,16
m_2224,s_645385,137
m_2224,s_650337,115
m_2224,s_686640,4
m_2224,s_694328,15
m_2224,s_698569,29
m_2224,s_707539,14
m_2224,s_712983,61
m_2224,s_72687,46
m_2224,s_727491,121
m_2224,s_732173,119
m_2224,s_733115,151
m_2224,s_765636,9
m_2224,s_767730,168
m_2224,s_77406,52
m_2224,s_83151,14
m_2224,s_838010,110
m_2224,s_851752,20
m_2224,s_852905,8
m_2224,s_858635,35
m_2224,s_874050,5
m_2224,s_920103,5
m_2224,s_9455,407
m_2224,s_96223,46
m_2267,s_1100986,221
m_2267,s_11343,678
m_2267,s_1135668,149
m_2267,s_1182509,27
m_2267,s_12035,363
m_2267,s_1272546,172
m_2267,s_1299731,46
m_2267,s_131000,43
m_2267,s_1349632,95
m_2267,s_136432,29
m_2267,s_13967,217
m_2267,s_1445794,96
m_2267,s_1468425,107
m_2267,s_1474547,49
m_2267,s_16136,77
m_2267,s_1759221,175
m_2267,s_1915919,31
m_2267,s_2010946,246
m_2267,s_2074593,345
m_2267,s_21219,274
m_2267,s_222723,5
m_2267,s_2283711,145
m_2267,s_234522,90
m_2267,s_2425710,36
m_2267,s_2538319,69
m_2267,s_2558629,69
m_2267,s_2562048,273
m_2267,s_2596343,314
m_2267,s_2685748,140
m_2267,s_269594,61
m_2267,s_2763120,162
m_2267,s_2829225,183
m_2267,s_2893728,13
m_2267,s_297518,140
m_2267,s_302290,118
m_2267,s_3032099,21
m_2267,s_3032325,40
m_2267,s_3089154,113
m_2267,s_3167025,88
m_2267,s_3269568,2
m_2267,s_3286424,48
m_2267,s_3386217,1
m_2267,s_3464194,30
m_2267,s_3480271,88
m_2267,s_3489915,151
m_2267,s_3492529,72
m_2267,s_349953,563
m_2267,s_3513638,38
m_2267,s_3541933,9
m_2267,s_3637150,70
m_2267,s_3664708,40
m_2267,s_3689715,59
m_2267,s_3710588,75
m_2267,s_3710938,62
m_2267,s_3711725,2
m_2267,s_3730550,99
m_2267,s_3786452,95
m_2267,s_381669,155
m_2267,s_3843865,25
m_2267,s_3851936,15
m_2267,s_3895166,51
m_2267,s_3900462,6
m_2267,s_3903527,66
m_2267,s_390659,371
m_2267,s_391280,171
m_2267,s_3913559,9
m_2267,s_3937853,6
m_2267,s_3943811,74
m_2267,s_3948216,51
m_2267,s_4004312,167
m_2267,s_4013631,19
m_2267,s_4024613,1
m_2267,s_4024624,7
m_2267,s_4037983,57
m_2267,s_4040750,3
m_2267,s_404995,29
m_2267,s_40649,128
m_2267,s_4086,263
m_2267,s_415302,1
m_2267,s_417504,93
m_2267,s_426360,28
m_2267,s_46721,103
m_2267,s_4965,50
m_2267,s_536111,376
m_2267,s_53846,28
m_2267,s_546647,7
m_2267,s_557319,87
m_2267,s_577378,1
m_2267,s_582682,319
m_2267,s_60335,59
m_2267,s_632793,393
m_2267,s_637378,1
m_2267,s_666260,39
m_2267,s_698072,2
m_2267,s_700188,220
m_2267,s_708374,158
m_2267,s_73787,179
m_2267,s_815081,187
m_2267,s_821071,47
m_2267,s_850996,177
m_2267,s_87471,57
m_2267,s_876254,11
m_2267,s_933769,70
m_2267,s_941669,1
m_2267,s_94429,179
m_2267,s_961683,231
m_2267,s_98160,209
m_2267,s_993548,188
m_2267,s_99775,161
m_2270,s_1203550,12
m_2270,s_135646,5
m_2270,s_140033,81
m_2270,s_1427143,93
m_2270,s_1455118,1
m_2270,s_1657560,3
m_2270,s_1705946,86
m_2270,s_1928430,88
m_2270,s_2075854,215
m_2270,s_237025,307
m_2270,s_237703,4
m_2270,s_2679050,94
m_2270,s_2768198,426
m_2270,s_2803176,57
m_2270,s_291846,72
m_2270,s_2937368,7
m_2270,s_3009423,27
m_2270,s_301872,37
m_2270,s_3023848,262
m_2270,s_302929,71
m_2270,s_3139788,201
m_2270,s_3346454,16
m_2270,s_352889,629
m_2270,s_3593857,45
m_2270,s_360429,181
m_2270,s_3689841,11
m_2270,s_3691349,113
m_2270,s_3699611,307
m_2270,s_3706148,45
m_2270,s_3764292,84
m_2270,s_3780983,150
m_2270,s_3789036,63
m_2270,s_3814452,17
m_2270,s_3814957,200
m_2270,s_3815721,20
m_2270,s_3823918,395
m_2270,s_3854830,8
m_2270,s_3868682,147
m_2270,s_3878776,41
m_2270,s_3912064,119
m_2270,s_391258,531
m_2270,s_391787,285
m_2270,s_3977645,8
m_2270,s_3994846,78
m_2270,s_3998477,29
m_2270,s_4031002,68
m_2270,s_410892,907
m_2270,s_412444,221
m_2270,s_423833,179
m_2270,s_428193,332
m_2270,s_428507,182
m_2270,s_428953,86
m_2270,s_448085,9
m_2270,s_489922,226
m_2270,s_5026,60
m_2270,s_522948,20
m_2270,s_54064,41
m_2270,s_594338,2
m_2270,s_60274,133
m_2270,s_632504,323
m_2270,s_637364,291
m_2270,s_705750,115
m_2270,s_73919,135
m_2270,s_7695,410
m_2270,s_784382,34
m_2270,s_814141,78
m_2270,s_8146,327
m_2270,s_962894,77
m_2333,s_10402,174
m_2333,s_1128353,156
m_2333,s_1134507,169
m_2333,s_11815,82
m_2333,s_1296095,12
m_2333,s_131818,192
m_2333,s_1396373,27
m_2333,s_140664,15
m_2333,s_142886,196
m_2333,s_156423,67
m_2333,s_1616,7
m_2333,s_1880980,103
m_2333,s_1893076,8
m_2333,s_2019245,46
m_2333,s_2213212,264
m_2333,s_2220379,47
m_2333,s_240315,435
m_2333,s_263745,22
m_2333,s_2708647,165
m_2333,s_2738934,54
m_2333,s_2906830,20
m_2333,s_298212,518
m_2333,s_3029813,73
m_2333,s_3041499,88
m_2333,s_322127,122
m_2333,s_351100,102
m_2333,s_352366,73
m_2333,s_3530860,52
m_2333,s_3548325,21
m_2333,s_3573830,120
m_2333,s_3654809,107
m_2333,s_36557,8
m_2333,s_3658471,21
m_2333,s_3681665,144
m_2333,s_3692816,354
m_2333,s_3715677,58
m_2333,s_3730036,20
m_2333,s_3740966,15
m_2333,s_3794532,74
m_2333,s_3794932,22
m_2333,s_3795043,21
m_2333,s_3795230,30
m_2333,s_3795331,26
m_2333,s_3795943,1
m_2333,s_3808966,39
m_2333,s_3809753,50
m_2333,s_3809861,18
m_2333,s_382211,43
m_2333,s_385026,2
m_2333,s_3850320,1
m_2333,s_3861424,7
m_2333,s_386930,318
m_2333,s_3890967,71
m_2333,s_3895,72
m_2333,s_389944,132
m_2333,s_390008,190
m_2333,s_3947059,11
m_2333,s_3967201,33
m_2333,s_3969446,29
m_2333,s_400559,145
m_2333,s_401935,213
m_2333,s_403543,7
m_2333,s_4035982,12
m_2333,s_4057892,1
m_2333,s_412114,1
m_2333,s_420782,53
m_2333,s_420910,74
m_2333,s_442262,42
m_2333,s_465750,69
m_2333,s_47519,519
m_2333,s_50351,224
m_2333,s_522124,48
m_2333,s_529858,63
m_2333,s_532448,81
m_2333,s_556015,1
m_2333,s_60159,52
m_2333,s_632670,371
m_2333,s_648755,110
m_2333,s_657017,170
m_2333,s_66907,8
m_2333,s_68632,98
m_2333,s_702463,3
m_2333,s_751106,2
m_2333,s_769296,263
m_2333,s_786195,55
m_2333,s_805398,52
m_2333,s_815167,161
m_2333,s_838713,2
m_2333,s_99216,55
m_2415,s_119912,5
m_2415,s_1216181,53
m_2415,s_1216574,45
m_2415,s_1218242,120
m_2415,s_1234521,1
m_2415,s_1235377,32
m_2415,s_1236260,313
m_2415,s_1256610,56
m_2415,s_1259270,105
m_2415,s_131715,68
m_2415,s_221456,301
m_2415,s_2392,35
m_2415,s_2448625,1097
m_2415,s_2610847,125
m_2415,s_268275,32
m_2415,s_288440,904
m_2415,s_299954,474
m_2415,s_3039617,19
m_2415,s_3056623,9
m_2415,s_3057405,34
m_2415,s_307665,29
m_2415,s_3120609,8
m_2415,s_3124491,41
m_2415,s_3288306,192
m_2415,s_3339786,140
m_2415,s_339800,12
m_2415,s_3516331,32
m_2415,s_360285,1
m_2415,s_3626884,202
m_2415,s_3667042,29
m_2415,s_3683348,39
m_2415,s_3739954,199
m_2415,s_3766354,105
m_2415,s_3787948,528
m_2415,s_3806453,57
m_2415,s_3819818,182
m_2415,s_3835693,14
m_2415,s_3862006,1
m_2415,s_3914509,94
m_2415,s_3916427,1
m_2415,s_3916733,2
m_2415,s_3922816,1
m_2415,s_392815,40
m_2415,s_3936383,4
m_2415,s_3963843,32
m_2415,s_3968016,29
m_2415,s_3981590,64
m_2415,s_3989910,124
m_2415,s_3989912,95
m_2415,s_3991236,73
m_2415,s_3993766,12
m_2415,s_402929,136
m_2415,s_4032300,11
m_2415,s_4035944,5
m_2415,s_4040923,11
m_2415,s_409888,24
m_2415,s_410201,1
m_2415,s_411562,87
m_2415,s_414016,7
m_2415,s_422448,173
m_2415,s_423219,110
m_2415,s_423300,34
m_2415,s_428138,88
m_2415,s_433348,403
m_2415,s_454403,3
m_2415,s_457411,58
m_2415,s_459609,107
m_2415,s_459832,15
m_2415,s_475743,5
m_2415,s_47992,214
m_2415,s_488888,1083
m_2415,s_490035,48
m_2415,s_490472,47
m_2415,s_49408,187
m_2415,s_4972,96
m_2415,s_513238,306
m_2415,s_514302,38
m_2415,s_522084,96
m_2415,s_523360,31
m_2415,s_527641,149
m_2415,s_52949,340
m_2415,s_53674,82
m_2415,s_543919,32
m_2415,s_54784,10
m_2415,s_559211,364
m_2415,s_578081,4
m_2415,s_60141,115
m_2415,s_62728,165
m_2415,s_69396,6
m_2415,s_735651,180
m_2415,s_803368,177
m_2415,s_91103,3
m_2415,s_925386,39
m_2415,s_9899,363
m_2467,s_1023,166
m_2467,s_1053858,494
m_2467,s_1065347,230
m_2467,s_1082089,225
m_2467,s_1083,546
m_2467,s_1103944,161
m_2467,s_1161487,160
m_2467,s_1193138,43
m_2467,s_1205983,7
m_2467,s_1215571,106
m_2467,s_1225459,349
m_2467,s_1226168,899
m_2467,s_1299426,1
m_2467,s_1382637,96
m_2467,s_1387434,511
m_2467,s_1402885,256
m_2467,s_1444497,404
m_2467,s_1468536,633
m_2467,s_1511587,313
m_2467,s_159836,120
m_2467,s_169022,135
m_2467,s_186322,334
m_2467,s_1954486,201
m_2467,s_1966525,341
m_2467,s_2030967,288
m_2467,s_2042048,157
m_2467,s_2046283,646
m_2467,s_207553,149
m_2467,s_208915,548
m_2467,s_2196388,27
m_2467,s_2260,138
m_2467,s_236786,208
m_2467,s_239561,92
m_2467,s_2397657,1
m_2467,s_255302,309
m_2467,s_2744209,60
m_2467,s_2767452,129
m_2467,s_2818415,106
m_2467,s_293028,997
m_2467,s_2931513,1320
m_2467,s_3051459,117
m_2467,s_3066947,157
m_2467,s_308559,104
m_2467,s_3089282,219
m_2467,s_3163533,254
m_2467,s_321556,127
m_2467,s_327155,319
m_2467,s_3622925,12
m_2467,s_3629167,114
m_2467,s_3699910,77
m_2467,s_3725996,87
m_2467,s_384325,150
m_2467,s_390973,111
m_2467,s_3917802,2
m_2467,s_391909,145
m_2467,s_392514,61
m_2467,s_393056,116
m_2467,s_3962899,53
m_2467,s_3986261,175
m_2467,s_3990844,17
m_2467,s_399688,212
m_2467,s_400051,44
m_2467,s_4006799,68
m_2467,s_401991,302
m_2467,s_4045512,7
m_2467,s_409638,1
m_2467,s_409937,234
m_2467,s_41234,165
m_2467,s_421291,3
m_2467,s_423367,169
m_2467,s_435256,473
m_2467,s_444858,368
m_2467,s_450433,426
m_2467,s_461383,374
m_2467,s_462041,212
m_2467,s_46595,697
m_2467,s_46644,223
m_2467,s_4992,118
m_2467,s_506399,113
m_2467,s_536590,108
m_2467,s_560559,46
m_2467,s_582000,4
m_2467,s_597034,273
m_2467,s_59930,94
m_2467,s_644235,533
m_2467,s_688609,83
m_2467,s_709160,118
m_2467,s_737989,106
m_2467,s_767029,143
m_2467,s_78069,126
m_2467,s_78776,76
m_2467,s_815473,197
m_2467,s_8161,436
m_2467,s_84388,5
m_2467,s_885455,141
m_2467,s_99933,409
m_2578,s_1065600,48
m_2578,s_10859,623
m_2578,s_112224,22
m_2578,s_1139407,1
m_2578,s_1201975,40
m_2578,s_143238,783
m_2578,s_1491341,63
m_2578,s_154432,55
m_2578,s_15471,83
m_2578,s_157574,5
m_2578,s_162314,68
m_2578,s_1653338,90
m_2578,s_173618,421
m_2578,s_179252,215
m_2578,s_1803524,21
m_2578,s_1854046,2
m_2578,s_186418,100
m_2578,s_1929897,144
m_2578,s_1948766,234
m_2578,s_206242,22
m_2578,s_2168063,1
m_2578,s_237245,44
m_2578,s_2551224,1
m_2578,s_2683007,8
m_2578,s_2709224,103
m_2578,s_2738418,39
m_2578,s_2739617,6
m_2578,s_2752823,324
m_2578,s_2753602,3
m_2578,s_2810066,474
m_2578,s_2826568,3
m_2578,s_2913599,5
m_2578,s_2949348,2
m_2578,s_296112,34
m_2578,s_306940,88
m_2578,s_3205754,152
m_2578,s_3212472,241
m_2578,s_3218935,83
m_2578,s_3316537,39
m_2578,s_3415836,11
m_2578,s_3474934,170
m_2578,s_3478345,52
m_2578,s_357373,96
m_2578,s_359681,234
m_2578,s_3608966,33
m_2578,s_3634896,58
m_2578,s_3693729,147
m_2578,s_3717322,140
m_2578,s_3756745,14
m_2578,s_3816531,34
m_2578,s_3823880,1
m_2578,s_3824384,59
m_2578,s_3836615,11
m_2578,s_385705,21
m_2578,s_385754,51
m_2578,s_3872719,90
